file_path,label,class_name
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0056 (12).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0164.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0018 (2).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0698.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0662.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0365.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_1336.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_1305.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0017 (49).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_1324.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0967.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0018 (20).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0956.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1178.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0262.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0007 (17).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0286.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1332.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0010 (119).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0016 (27).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0050 (10).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0880.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_1255.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0192.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0280.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0614.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0652.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0250.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0399.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1382.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0011 (65).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1204.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0733.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0628.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0373.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1069.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0011 (105).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0143.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0645.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0039 (8).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0983.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0716.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0011 (103).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0005 (21).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0070 (10).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0677.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1454.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0001 (12).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_1281.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0336.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0011 (156).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1076.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0072 (5).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1198.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0660.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0072 (2).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0978.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0261.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_1305.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0011 (127).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0015.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0807.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1051.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0831.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0018 (5).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0611.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1168.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1191.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0017 (32).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0018.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0015 (14).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0015.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1540.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0669.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0559.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0209.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0014 (58).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0374.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0081.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0009 (78).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0562.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0570.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0832.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0071 (7).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0064.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0281.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0489.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0701.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0075 (6).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0944.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0215.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0257.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1464.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0809.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0335.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0629.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0050 (4).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0264.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0017 (81).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1275.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0010 (106).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0537.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_1325.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0988.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0954.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0051.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0202.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0007 (9).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_1125.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0134.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0079 (5).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0020 (3).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0836.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0009 (129).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0987.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0013 (6).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0009 (6).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0020.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0015 (20).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0825.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0689.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0246.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0019 (22).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0705.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0016 (129).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0012 (73).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0010 (51).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0532.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1258.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0078 (19).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1292.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1144.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0600.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_1238.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0821.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0028.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_1182.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1148.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1199.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0056.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0013 (12).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0519.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0016 (40).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0536.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1426.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0881.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0132.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0842.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0011.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_1147.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0416.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0385.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1140.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0035 (10).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1344.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0074 (12).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_1116.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1553.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0077 (12).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0009 (108).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0009 (74).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0291.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0015 (104).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0216.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0031 (11).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0383.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0355.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0135.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0015 (80).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0509.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0017 (14).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1563.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0509.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0571.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0102.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0851.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0275.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0009 (52).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1532.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0062.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0873.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_1317.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0007 (63).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0040 (9).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0049 (3).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0917.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0491.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0020 (28).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0203.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0173.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0866.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0010 (101).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0073 (17).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0017 (78).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1084.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0011 (25).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1154.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1436.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0012 (3).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1282.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0018 (14).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0007 (15).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0080 (4).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1273.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0038 (8).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_0398.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1067.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0587.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0724.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0070.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0166.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_1104.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-gl_0306.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_1000.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0043 (2).jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0183.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\MR0005.jpg,no tumor,no tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-me_0239.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\tumor\Tr-pi_0905.jpg,tumor,tumor
Dataset\Extracted data\Brain_Tumor_MRI_Dataset\Dataset\Training\no tumor\Tr-no_1425.jpg,no tumor,no tumor
